ul.,Dzieci WrzesiÒskich,Dzieci WrzesiÒskich,Dzieci WrzesiÒskich
ul.,Dziedzicka,Dziedzicka,Dziedzicka
ul.,DziekaÒska,DziekaÒska,DziekaÒska
ul.,Dziewanny,Dziewanny,Dziewanny
ul.,DziewiÒska,DziewiÒska,DziewiÒska
ul.,DziÍgielowa,DziÍgielowa,DziÍgielowa
ul.,Dziurawcowa,Dziurawcowa,Dziurawcowa
ul.,Dziwnowska,Dziwnowska,Dziwnowska
ul.,Elblπska,Elblπska,Elblπska
ul.,Engestroma WawrzyÒca,Engestroma,WawrzyÒca Engestroma
ul.,Estkowskiego Ewarysta,Estkowskiego,Ewarysta Estkowskiego
ul.,EstoÒska,EstoÒska,EstoÒska
ul.,Eurypidesa,Eurypidesa,Eurypidesa
ul.,Ewangelicka,Ewangelicka,Ewangelicka
ul.,Ezopa,Ezopa,Ezopa
ul.,Fabianowo,Fabianowo,Fabianowo
ul.,Fabryczna,Fabryczna,Fabryczna
ul.,Falista,Falista,Falista
ul.,Faszynowa,Faszynowa,Faszynowa
ul.,Fedrusa,Fedrusa,Fedrusa
ul.,Fiedlera Arkadego,Fiedlera,Arkadego Fiedlera
ul.,Fieldorfa Augusta Emila,Fieldorfa,Augusta Emila Fieldorfa
ul.,Figowa,Figowa,Figowa
ul.,Filarecka,Filarecka,Filarecka
ul.,FilipiÒska,FilipiÒska,FilipiÒska
ul.,Fio≥kowa,Fio≥kowa,Fio≥kowa
ul.,Firlika Franciszka,Firlika,Franciszka Firlika
ul.,Floksowa,Floksowa,Floksowa
ul.,Folwarczna,Folwarczna,Folwarczna
ul.,Forsycjowa,Forsycjowa,Forsycjowa
ul.,Forteczna,Forteczna,Forteczna
ul.,FranciszkaÒska,FranciszkaÒska,FranciszkaÒska
ul.,Franowo,Franowo,Franowo
ul.,Fredry Aleksandra,Fredry,Aleksandra Fredry
ul.,Fregatowa,Fregatowa,Fregatowa
ul.,Frezjowa,Frezjowa,Frezjowa
ul.,Fromborska,Fromborska,Fromborska
ul.,Gabszewicza Aleksandra,Gabszewicza,Aleksandra Gabszewicza
ul.,Gajcego Tadeusza,Gajcego,Tadeusza Gajcego
ul.,Gajowa,Gajowa,Gajowa
ul.,Galeonowa,Galeonowa,Galeonowa
ul.,Galileusza,Galileusza,Galileusza
ul.,Galla Anonima,Galla,Galla Anonima
ul.,Ga≥czyÒskiego Konstantego Ildefonsa,Ga≥czyÒskiego,Konstantego Ildefonsa Ga≥czyÒskiego
ul.,Garaszewo,Garaszewo,Garaszewo
ul.,Garbary,Garbary,Garbary
ul.,GarczyÒskiego JÛzefa,GarczyÒskiego,JÛzefa GarczyÒskiego
ul.,Gardowska,Gardowska,Gardowska
ul.,Garncarska,Garncarska,Garncarska
ul.,Garsteckiego Maksymiliana,Garsteckiego,Maksymiliana Garsteckiego
ul.,Gπsawska,Gπsawska,Gπsawska
ul.,Gπsiorowskich,Gπsiorowskich,Gπsiorowskich
ul.,GdaÒska,GdaÒska,GdaÒska
ul.,GdyÒska,GdyÒska,GdyÒska
ul.,GeodetÛw,GeodetÛw,GeodetÛw
ul.,Gerberowa,Gerberowa,Gerberowa
ul.,Gerwela Czes≥awa,Gerwela,Czes≥awa Gerwela
ul.,GÍsia,GÍsia,GÍsia
ul.,Gieburowskiego Wac≥awa,Gieburowskiego,Wac≥awa Gieburowskiego
ul.,Giøycka,Giøycka,Giøycka
ul.,Gladiolowa,Gladiolowa,Gladiolowa
ul.,Glebowa,Glebowa,Glebowa
ul.,Gliniana,Gliniana,Gliniana
ul.,Glinianki,Glinianki,Glinianki
ul.,Glinienko,Glinienko,Glinienko
ul.,Glinno,Glinno,Glinno
ul.,Gliwicka,Gliwicka,Gliwicka
ul.,G≥adka,G≥adka,G≥adka
ul.,G≥azowa,G≥azowa,G≥azowa
ul.,G≥Íboka,G≥Íboka,G≥Íboka
ul.,G≥ogowa,G≥ogowa,G≥ogowa
ul.,G≥ogowska,G≥ogowska,G≥ogowska
ul.,G≥owicka,G≥owicka,G≥owicka
ul.,G≥Ûwieniec,G≥Ûwieniec,G≥Ûwieniec
ul.,G≥Ûwna,G≥Ûwna,G≥Ûwna
ul.,G≥uchowska,G≥uchowska,G≥uchowska
ul.,G≥uszyna,G≥uszyna,G≥uszyna
ul.,Gminna,Gminna,Gminna
ul.,Gniewka,Gniewka,Gniewka
ul.,Gniewska,Gniewska,Gniewska
ul.,GnieünieÒska,GnieünieÒska,GnieünieÒska
ul.,Gogola Niko≥aja,Gogola,Niko≥aja Gogola
ul.,GojawiczyÒskiej,GojawiczyÒskiej,Poli GojawiczyÒskiej
ul.,Goleszowska,Goleszowska,Goleszowska
ul.,GolÍciÒska,GolÍciÒska,GolÍciÒska
ul.,Go≥dapska,Go≥dapska,Go≥dapska
ul.,Go≥Íbia,Go≥Íbia,Go≥Íbia
ul.,Go≥Íøycka,Go≥Íøycka,Go≥Íøycka
ul.,Go≥ubiewa Antoniego,Go≥ubiewa,Antoniego Go≥ubiewa
ul.,Go≥uchowska,Go≥uchowska,Go≥uchowska
ul.,Gombrowicza Witolda,Gombrowicza,Witolda Gombrowicza
ul.,GoplaÒska,GoplaÒska,GoplaÒska
ul.,Gorajska,Gorajska,Gorajska
ul.,Gorczycowa,Gorczycowa,Gorczycowa
ul.,Gorczyczewskiego Jana,Gorczyczewskiego,Jana Gorczyczewskiego
ul.,Gorlicka,Gorlicka,Gorlicka
ul.,Gorzowska,Gorzowska,Gorzowska
ul.,GorzyÒska,GorzyÒska,GorzyÒska
ul.,Gorzys≥awa,Gorzys≥awa,Gorzys≥awa
ul.,Gosienieckiego Wiktora,Gosienieckiego,Wiktora Gosienieckiego
ul.,Gospodarska,Gospodarska,Gospodarska
ul.,GostyÒska,GostyÒska,GostyÒska
ul.,Goúcinna,Goúcinna,Goúcinna
ul.,Goüdzikowa,Goüdzikowa,Goüdzikowa
ul.,GÛra Przemys≥a,GÛra Przemys≥a,GÛra Przemys≥a
ul.,GÛralska,GÛralska,GÛralska
ul.,GÛrczyÒska,GÛrczyÒska,GÛrczyÒska
ul.,GÛrecka,GÛrecka,GÛrecka
ul.,GÛrki,GÛrki,GÛrki
ul.,GÛrna Wilda,G. Wilda,GÛrna Wilda
ul.,GÛrnicza,GÛrnicza,GÛrnicza
ul.,GÛrska,GÛrska,GÛrska
ul.,Grabowa,Grabowa,Grabowa
ul.,Grabowska,Grabowska,Grabowska
ul.,Gradowa,Gradowa,Gradowa
ul.,Grajewska,Grajewska,Grajewska
ul.,Granatowa,Granatowa,Granatowa
ul.,Graniczna,Graniczna,Graniczna
ul.,Graniowa,Graniowa,Graniowa
ul.,Granowska,Granowska,Granowska
ul.,Grπbczowska,Grπbczowska,Grπbczowska
ul.,Grimma Wilhelma,Grimma,Wilhelma Grimma
ul.,Grobelnego JÛzefa,Grobelnego,JÛzefa Grobelnego
ul.,Grobla,Grobla,Grobla
ul.,Grochmalickiego Jana,Grochmalickiego,Jana Grochmalickiego
ul.,Grochowe £πki,Grochowe £πki,Grochowe £πki
ul.,Grochowiaka Stanis≥awa,Grochowiaka,Stanis≥awa Grochowiaka
ul.,Grochowska,Grochowska,Grochowska
ul.,Grodnicka,Grodnicka,Grodnicka
ul.,GrodzieÒska,GrodzieÒska,GrodzieÒska
ul.,Grodziska,Grodziska,Grodziska
ul.,Gromadzka,Gromadzka,Gromadzka
ul.,Gronostajowa,Gronostajowa,Gronostajowa
ul.,Gronowa,Gronowa,Gronowa
ul.,Grota-Roweckiego Stefana,Grota-Roweckiego,Stefana Grota-Roweckiego
ul.,Grotkowska,Grotkowska,Grotkowska
ul.,Grottgera Artura,Grottgera,Artura Grottgera
ul.,GrÛjecka,GrÛjecka,GrÛjecka
ul.,Grudziπdzka,Grudziπdzka,Grudziπdzka
ul.,Grudzieniec,Grudzieniec,Grudzieniec
ul.,Gruntowa,Gruntowa,Gruntowa
ul.,Grunwaldzka,Grunwaldzka,Grunwaldzka
ul.,Gruszkowa,Gruszkowa,Gruszkowa
ul.,GruziÒska,GruziÒska,GruziÒska
ul.,GryfiÒska,GryfiÒska,GryfiÒska
ul.,Grzeúkiewicza Adama,Grzeúkiewicza,Adama Grzeúkiewicza
ul.,Grzmota-Skotnickiego Stanis≥awa,Grzmota-Skotnickiego,Stanis≥awa Grzmota-Skotnickiego
ul.,Grzybowa,Grzybowa,Grzybowa
ul.,GubiÒska,GubiÒska,GubiÒska
ul.,Guliwera,Guliwera,Guliwera
ul.,Gwarna,Gwarna,Gwarna
ul.,Gwiaüdzista,Gwiaüdzista,Gwiaüdzista
ul.,Haber-W≥yÒskiego Adama,Haber-W≥yÒskiego,Adama Haber-W≥yÒskiego
ul.,Hajduczka,Hajduczka,Hajduczka
ul.,Haliny,Haliny,Haliny
ul.,Hallera JÛzefa,Hallera,JÛzefa Hallera
ul.,Halna,Halna,Halna
ul.,Halszki,Halszki,Halszki
ul.,Hangarowa,Hangarowa,Hangarowa
ul.,Harcerska,Harcerska,Harcerska
ul.,HawelaÒska,HawelaÒska,HawelaÒska
ul.,Hejmowskiego Stanis≥awa,Hejmowskiego,Stanis≥awa Hejmowskiego
ul.,Helska,Helska,Helska
ul.,Herberta Zbigniewa,Herberta,Zbigniewa Herberta
ul.,Herbowa,Herbowa,Herbowa
ul.,Hercena Aleksandra,Hercena,Aleksandra Hercena
ul.,Herlinga-GrudziÒskiego Gustawa,Herlinga-GrudziÒskiego,Gustawa Herlinga-GrudziÒskiego
ul.,HetmaÒska,HetmaÒska,HetmaÒska
ul.,Heweliusza,Heweliusza,Heweliusza
ul.,Hezjoda,Hezjoda,Hezjoda
ul.,Hiacyntowa,Hiacyntowa,Hiacyntowa
ul.,H≥aski Marka,H≥aski,Marka H≥aski
ul.,Hodowlana,Hodowlana,Hodowlana
ul.,Hoffmanowej Klementyny,Hoffmanowej,Klementyny Hoffmanowej
ul.,Homera,Homera,Homera
ul.,Horacego,Horacego,Horacego
ul.,Hoøa,Hoøa,Hoøa
ul.,Hrubieszowska,Hrubieszowska,Hrubieszowska
ul.,Hrynakowskiego Konstantego,Hrynakowskiego,Konstantego Hrynakowskiego
ul.,HubalczykÛw,HubalczykÛw,HubalczykÛw
ul.,Huby Moraskie,Huby Moraskie,Huby Moraskie
ul.,HulewiczÛw,HulewiczÛw,HulewiczÛw
ul.,Husarska,Husarska,Husarska
ul.,Hutnicza,Hutnicza,Hutnicza
ul.,Hynka Franciszka,Hynka,Franciszka Hynka
ul.,Idzikowskiego Ludwika,Idzikowskiego,Ludwika Idzikowskiego
ul.,Ikara,Ikara,Ikara
ul.,I≥≥akowiczÛwny Kazimiery,I≥≥akowiczÛwny,Kazimiery I≥≥akowiczÛwny
ul.,I≥owska,I≥owska,I≥owska
ul.,I≥øaÒska,I≥øaÒska,I≥øaÒska
ul.,Inflancka,Inflancka,Inflancka
ul.,Inowroc≥awska,Inowroc≥awska,Inowroc≥awska
ul.,Inspektowa,Inspektowa,Inspektowa
ul.,Irysowa,Irysowa,Irysowa
ul.,Irzykowskiego Karola,Irzykowskiego,Karola Irzykowskiego
ul.,Iwaszkiewicza Jaros≥awa,Iwaszkiewicza,Jaros≥awa Iwaszkiewicza
ul.,Iwonicka,Iwonicka,Iwonicka
ul.,Izbicka,Izbicka,Izbicka
ul.,Jab≥onkowska,Jab≥onkowska,Jab≥onkowska
ul.,Jachowicza Stanis≥awa,Jachowicza,Stanis≥awa Jachowicza
ul.,Jachtowa,Jachtowa,Jachtowa
ul.,Jackowskiego Maksymiliana,Jackowskiego,Maksymiliana Jackowskiego
ul.,Jagodowa,Jagodowa,Jagodowa
ul.,Jakiela Stanis≥awa,Jakiela,Stanis≥awa Jakiela
ul.,Ja≥owcowa,Ja≥owcowa,Ja≥owcowa
ul.,Jana Baptysty Quadro,Quadro,Jana Baptysty Quadro
ul.,Jana Paw≥a II,JPII,Jana Paw≥a 2
ul.,Janickiego Klemensa,Janickiego,Klemensa Janickiego
ul.,Janikowska,Janikowska,Janikowska
ul.,Janis≥awy,Janis≥awy,Janis≥awy
ul.,Janiszewskiego JÛzefa,Janiszewskiego,JÛzefa Janiszewskiego
ul.,Janosika,Janosika,Janosika
ul.,Janowo,Janowo,Janowo
ul.,Janowska,Janowska,Janowska
ul.,Januszewskiej Hanny,Januszewskiej,Hanny Januszewskiej
ul.,Jaracza Stefana,Jaracza,Stefana Jaracza
ul.,Jaraczewska,Jaraczewska,Jaraczewska
ul.,Jarochowskiego Kazimierza,Jarochowskiego,Kazimierza Jarochowskiego
ul.,JarociÒska,JarociÒska,JarociÒska
ul.,JaroczyÒskiego Mariana,JaroczyÒskiego,Mariana JaroczyÒskiego
ul.,JaromiÒska,JaromiÒska,JaromiÒska
ul.,Jaromira,Jaromira,Jaromira
ul.,Jaros≥awska,Jaros≥awska,Jaros≥awska
ul.,Jarowa,Jarowa,Jarowa
ul.,JarzÍbowa,JarzÍbowa,JarzÍbowa
ul.,Jasielska,Jasielska,Jasielska
ul.,Jaskiniowa,Jaskiniowa,Jaskiniowa
ul.,JaskÛ≥cza,JaskÛ≥cza,JaskÛ≥cza
ul.,Jasna,Jasna,Jasna
ul.,Jasna Rola,Jasna Rola,Jasna Rola
ul.,Jasne B≥onie,Jasne B≥onie,Jasne B≥onie
ul.,Jaspisowa,Jaspisowa,Jaspisowa
ul.,Jastarnicka,Jastarnicka,Jastarnicka
ul.,Jastrowska,Jastrowska,Jastrowska
ul.,JastrzÍbia,JastrzÍbia,JastrzÍbia
ul.,Jaúkowiaka Franciszka,Jaúkowiaka,Franciszka Jaúkowiaka
ul.,Jaúminowa,Jaúminowa,Jaúminowa
ul.,Jawornicka,Jawornicka,Jawornicka
ul.,Jaworowa,Jaworowa,Jaworowa
ul.,Jedlicka,Jedlicka,Jedlicka
ul.,JeleniogÛrska,JeleniogÛrska,JeleniogÛrska
ul.,Jelitkowska,Jelitkowska,Jelitkowska
ul.,Jemio≥owa,Jemio≥owa,Jemio≥owa
ul.,Jerzego úw.,Jerzego,úw. Jerzego
ul.,Jesienna,Jesienna,Jesienna
ul.,Jesionowa,Jesionowa,Jesionowa
ul.,Jezierskiego Wincentego,Jezierskiego,Wincentego Jezierskiego
ul.,JezioraÒska,JezioraÒska,JezioraÒska
ul.,Jeøycka,Jeøycka,Jeøycka
ul.,Jeøynowa,Jeøynowa,Jeøynowa
ul.,JÍczmienna,JÍczmienna,JÍczmienna
ul.,JÍdrzejowska,JÍdrzejowska,JÍdrzejowska
ul.,Jod≥owa,Jod≥owa,Jod≥owa
ul.,Jordana Henryka,Jordana,Henryka Jordana
ul.,Jugos≥owiaÒska,Jugos≥owiaÒska,Jugos≥owiaÒska
ul.,Junacka,Junacka,Junacka
ul.,Junikowska,Junikowska,Junikowska
ul.,Juracka,Juracka,Juracka
ul.,Juranda,Juranda,Juranda
ul.,Jurandota,Jurandota,Jerzego Jurandota
ul.,JuraszÛw,JuraszÛw,JuraszÛw
ul.,JutrosiÒska,JutrosiÒska,JutrosiÒska
ul.,Jutrzenka,Jutrzenka,Jutrzenka
ul.,Juwenalisa,Juwenalisa,Juwenalisa
ul.,Kacza,Kacza,Kacza
ul.,KaczeÒcowa,KaczeÒcowa,KaczeÒcowa
ul.,Kaczmarka Ignacego,Kaczmarka,Ignacego Kaczmarka
ul.,Kadecka,Kadecka,Kadecka
ul.,Kad≥ubka Wincentego,Kad≥ubka,Wincentego Kad≥ubka
ul.,Kajakowa,Kajakowa,Kajakowa
ul.,Kajki Micha≥a,Kajki,Micha≥a Kajki
ul.,Kalinowa,Kalinowa,Kalinowa
ul.,Kaliowa,Kaliowa,Kaliowa
ul.,Kaliska,Kaliska,Kaliska
ul.,Kamienicka,Kamienicka,Kamienicka
ul.,Kamienna,Kamienna,Kamienna
ul.,KamiennogÛrska,KamiennogÛrska,KamiennogÛrska
ul.,KamieÒska,KamieÒska,KamieÒska
ul.,Kana≥owa,Kana≥owa,Kana≥owa
ul.,Kanclerska,Kanclerska,Kanclerska
ul.,Kantaka Kazimierza,Kantaka,Kazimierza Kantaka
ul.,KapitaÒska,KapitaÒska,KapitaÒska
ul.,Karawelowa,Karawelowa,Karawelowa
ul.,Karbowska,Karbowska,Karbowska
ul.,Kargowska,Kargowska,Kargowska
ul.,Karkonoska,Karkonoska,Karkonoska
ul.,KarliÒska,KarliÒska,KarliÒska
ul.,Karmelicka,Karmelicka,Karmelicka
ul.,Karmelowa,Karmelowa,Karmelowa
ul.,Karpacka,Karpacka,Karpacka
ul.,Karpia,Karpia,Karpia
ul.,Karpicka,Karpicka,Karpicka
ul.,KarpiÒskiej Aleksandry,KarpiÒskiej,Aleksandry KarpiÒskiej
ul.,KarsiÒska,KarsiÒska,KarsiÒska
ul.,Karskiego Jana,Karskiego,Jana Karskiego
ul.,Kartuska,Kartuska,Kartuska
ul.,KarwieÒska,KarwieÒska,KarwieÒska
ul.,Karwowskiego Stanis≥awa,Karwowskiego,Stanis≥awa Karwowskiego
ul.,Kasprowicza Jana,Kasprowicza,Jana Kasprowicza
ul.,Kasprzaka Marcina,Kasprzaka,Marcina Kasprzaka
ul.,Kassyusza Jana,Kassyusza,Jana Kassyusza
ul.,Kastylijska,Kastylijska,Kastylijska
ul.,Kasztanowa,Kasztanowa,Kasztanowa
ul.,KasztelaÒska,KasztelaÒska,KasztelaÒska
ul.,Kaszubska,Kaszubska,Kaszubska
ul.,KataloÒska,KataloÒska,KataloÒska
ul.,Katowicka,Katowicka,Katowicka
ul.,Kπcik,Kπcik,Kπcik
ul.,Kπpielowa,Kπpielowa,Kπpielowa
ul.,KcyÒska,KcyÒska,KcyÒska
ul.,Keplera,Keplera,Jana Keplera
ul.,Ketlinga,Ketlinga,Ketlinga
ul.,KÍpa,KÍpa,KÍpa
ul.,KÍpiÒska,KÍpiÒska,KÍpiÒska
ul.,Kiedacza Zbigniewa,Kiedacza,Zbigniewa Kiedacza
ul.,Kielecka,Kielecka,Kielecka
ul.,KiemliczÛw,KiemliczÛw,KiemliczÛw
ul.,Kierska,Kierska,Kierska
ul.,KiliÒskiego Jana,KiliÒskiego,Jana KiliÒskiego
ul.,Kingi úw.,Kingi,úw. Kingi
ul.,Kirchholmska,Kirchholmska,Kirchholmska
ul.,Kisielewskiego Stefana,Kisielewskiego,Stefana Kisielewskiego
ul.,Klasztorna,Klasztorna,Klasztorna
ul.,Kleeberga Franciszka,Kleeberga,Franciszka Kleeberga
ul.,Klenowska,Klenowska,Klenowska
ul.,Klimontowska,Klimontowska,Klimontowska
ul.,Klin,Klin,Klin
ul.,Klonowa,Klonowa,Klonowa
ul.,Klonowica Sebastiana,Klonowica,Sebastiana Klonowica
ul.,Kluczborska,Kluczborska,Kluczborska
ul.,K≥ecka,K≥ecka,K≥ecka
ul.,K≥oÒska,K≥oÒska,K≥oÒska
ul.,K≥osowa,K≥osowa,K≥osowa
ul.,K≥uszyÒska,K≥uszyÒska,K≥uszyÒska
ul.,Kmicica,Kmicica,Kmicica
ul.,Kmieca,Kmieca,Kmieca
ul.,Kminkowa,Kminkowa,Kminkowa
ul.,Knapowskiego Stanis≥awa,Knapowskiego,Stanis≥awa Knapowskiego
ul.,Knolla-Kownackiego Edmunda,Knolla-Kownackiego,Edmunda Knolla-Kownackiego
ul.,Knyszyn,Knyszyn,Knyszyn
ul.,Kobylepole,Kobylepole,Kobylepole
ul.,KobyliÒska,KobyliÒska,KobyliÒska
ul.,Kocankowa,Kocankowa,Kocankowa
ul.,Kocha Roberta,Kocha,Roberta Kocha
ul.,Kochanowskiego Jana,Kochanowskiego,Jana Kochanowskiego
ul.,Kociewska,Kociewska,Kociewska
ul.,Kocjana Antoniego,Kocjana,Antoniego Kocjana
ul.,Kokosowa,Kokosowa,Kokosowa
ul.,Kolberga Oskara,Kolberga,Oskara Kolberga
ul.,Kolbuszowska,Kolbuszowska,Kolbuszowska
ul.,Kolejowa,Kolejowa,Kolejowa
ul.,Kolorowa,Kolorowa,Kolorowa
ul.,Kolska,Kolska,Kolska
ul.,Ko≥≥πtaja Hugona,Ko≥≥πtaja,Hugona Ko≥≥πtaja
ul.,Ko≥obrzeska,Ko≥obrzeska,Ko≥obrzeska
ul.,Ko≥odzieja,Ko≥odzieja,Ko≥odzieja
ul.,Komandoria,Komandoria,Komandoria
ul.,Komandorska,Komandorska,Komandorska
ul.,Komornicka,Komornicka,Komornicka
ul.,Konarowa,Konarowa,Konarowa
ul.,Konarskiego Stanis≥awa,Konarskiego,Stanis≥awa Konarskiego
ul.,Konarzewska,Konarzewska,Konarzewska
ul.,Konatkowskiej Gertrudy,Konatkowskiej,Gertrudy Konatkowskiej
ul.,Konfederacka,Konfederacka,Konfederacka
ul.,KoniÒska,KoniÒska,KoniÒska
ul.,Konopna,Konopna,Konopna
ul.,Konopnickiej Marii,Konopnickiej,Marii Konopnickiej
ul.,Kontryma Boles≥awa,Kontryma,Boles≥awa Kontryma
ul.,Konwaliowa,Konwaliowa,Konwaliowa
ul.,Kopanina,Kopanina,Kopanina
ul.,Kopciuszka,Kopciuszka,Kopciuszka
ul.,Kopcowa,Kopcowa,Kopcowa
ul.,KopczyÒskiego Onufrego,KopczyÒskiego,Onufrego KopczyÒskiego
ul.,Kopernika Miko≥aja,Kopernika,Miko≥aja Kopernika
ul.,Koprowa,Koprowa,Koprowa
ul.,Koprzywnicka,Koprzywnicka,Koprzywnicka
ul.,Kopy Andrzeja,Kopy,Andrzeja Kopy
ul.,Kopylnik,Kopylnik,Kopylnik
ul.,Koralowa,Koralowa,Koralowa
ul.,Korbielowska,Korbielowska,Korbielowska
ul.,Korczaka Janusza,Korczaka,Janusza Korczaka
ul.,KorczyÒska,KorczyÒska,KorczyÒska
ul.,Kordeckiego,Kordeckiego,Augustyna Kordeckiego
ul.,Korfantego Wojciecha,Korfantego,Wojciecha Korfantego
ul.,Kormorana,Kormorana,Kormorana
ul.,Koronkarska,Koronkarska,Koronkarska
ul.,Koronna,Koronna,Koronna
ul.,Koronowska,Koronowska,Koronowska
ul.,Korwetowa,Korwetowa,Korwetowa
ul.,Korzenna,Korzenna,Korzenna
ul.,Kosiarzy,Kosiarzy,Kosiarzy
ul.,Kosidowskiego Zenona,Kosidowskiego,Zenona Kosidowskiego
ul.,KosiÒskiego Antoniego,KosiÒskiego,Antoniego KosiÒskiego
ul.,Kosowska,Kosowska,Kosowska
ul.,Kossaka Juliusza,Kossaka,Juliusza Kossaka
ul.,Kostrzewskiego JÛzefa,Kostrzewskiego,JÛzefa Kostrzewskiego
ul.,KostrzyÒska,KostrzyÒska,KostrzyÒska
ul.,Kosynierska,Kosynierska,Kosynierska
ul.,KoszaliÒska,KoszaliÒska,KoszaliÒska
ul.,KoúciaÒska,KoúciaÒska,KoúciaÒska
ul.,Koúcielna,Koúcielna,Koúcielna
ul.,Koúcielskiego JÛzefa,Koúcielskiego,JÛzefa Koúcielskiego
ul.,KoúcierzyÒska,KoúcierzyÒska,KoúcierzyÒska
ul.,Koúciuszki Tadeusza,Koúciuszki,Tadeusza Koúciuszki
ul.,KotarbiÒskiego Tadeusza,KotarbiÒskiego,Tadeusza KotarbiÒskiego
ul.,Kotlarska,Kotlarska,Kotlarska
ul.,KotliÒska,KotliÒska,KotliÒska
ul.,Kotowo,Kotowo,Kotowo
ul.,Kotwicza W≥adys≥awa,Kotwicza,W≥adys≥awa Kotwicza
ul.,Kowalczyka,Kowalczyka,o. Honoriusza Kowalczyka
ul.,Kowalewicka,Kowalewicka,Kowalewicka
ul.,KowalÛwki Henryka,KowalÛwki,Henryka KowalÛwki
ul.,Kowalska,Kowalska,Kowalska
ul.,Kowalskiego Rocha,Kowalskiego,Rocha Kowalskiego
ul.,Kowarska,Kowarska,Kowarska
ul.,Kozaka Romana,Kozaka,Romana Kozaka
ul.,Kozia,Kozia,Kozia
ul.,Kozienicka,Kozienicka,Kozienicka
ul.,Kozioroøca,Kozioroøca,Kozioroøca
ul.,Koz≥owskiego W≥adys≥awa,Koz≥owskiego,W≥adys≥awa Koz≥owskiego
ul.,Koümiana,Koümiana,Jana Koümiana
ul.,KoümiÒska,KoümiÒska,KoümiÒska
ul.,KÛrnicka,KÛrnicka,KÛrnicka
ul.,Krajenecka,Krajenecka,Krajenecka
ul.,KrakowiakÛw i GÛrali,KrakowiakÛw i GÛrali,KrakowiakÛw i GÛrali
ul.,Krakowska,Krakowska,Krakowska
ul.,Kramarska,Kramarska,Kramarska
ul.,KraÒcowa,KraÒcowa,KraÒcowa
ul.,Krapkowicka,Krapkowicka,Krapkowicka
ul.,Krasickiego Ignacego,Krasickiego,Ignacego Krasickiego
ul.,KrasiÒskiego Zygmunta,KrasiÒskiego,Zygmunta KrasiÒskiego
ul.,KrasnoludkÛw,KrasnoludkÛw,KrasnoludkÛw
ul.,Kraszewskiego JÛzefa,Kraszewskiego,JÛzefa Kraszewskiego
ul.,Kraúnicka,Kraúnicka,Kraúnicka
ul.,Krauthofera Jakuba,Krauthofera,Jakuba Krauthofera
ul.,Kresowa,Kresowa,Kresowa
ul.,Krobska,Krobska,Krobska
ul.,Krokusowa,Krokusowa,Krokusowa
ul.,KroúnieÒska,KroúnieÒska,KroúnieÒska
ul.,Kroúniewicka,Kroúniewicka,Kroúniewicka
ul.,KrotoszyÒska,KrotoszyÒska,KrotoszyÒska
ul.,KrÛlewny ånieøki,KrÛlewny ånieøki,KrÛlewny ånieøki
ul.,KrÛlewska,KrÛlewska,KrÛlewska
ul.,KrÛlickiego Stanis≥awa,KrÛlickiego,Stanis≥awa KrÛlickiego
ul.,KrÛlowej Jadwigi,Jadwigi,Kr. Jadwigi
ul.,KrÛtka,KrÛtka,KrÛtka
ul.,Krucza,Krucza,Krucza
ul.,Kruszwicka,Kruszwicka,Kruszwicka
ul.,Krwawnikowa,Krwawnikowa,Krwawnikowa
ul.,Kry≥owa Iwana,Kry≥owa,Iwana Kry≥owa
ul.,Krynicka,Krynicka,Krynicka
ul.,Krysiewicza Boles≥awa,Krysiewicza,Boles≥awa Krysiewicza
ul.,Kryszta≥owa,Kryszta≥owa,Kryszta≥owa
ul.,KrywiczaÒska,KrywiczaÒska,KrywiczaÒska
ul.,Krzemieniowa,Krzemieniowa,Krzemieniowa
ul.,Krzepicka,Krzepicka,Krzepicka
ul.,Krzesiny,Krzesiny,Krzesiny
ul.,Krzeszowicka,Krzeszowicka,Krzeszowicka
ul.,Krzywa,Krzywa,Krzywa
ul.,Krzywickiego Ludwika,Krzywickiego,Ludwika Krzywickiego
ul.,KrzywiÒska,KrzywiÒska,KrzywiÒska
ul.,Krzywoustego Boles≥awa,Krzywoustego,Boles≥awa Krzywoustego
ul.,Krzyøowa,Krzyøowa,Krzyøowa
ul.,KrzyøÛwki,KrzyøÛwki,KrzyøÛwki
ul.,KsiπøÍca,KsiπøÍca,KsiπøÍca
ul.,KsiÍcia JÛzefa,KsiÍcia JÛzefa,Ks. JÛzefa
ul.,KsiÍcia Mieszka I,Mieszka I,Ks. Mieszka I
ul.,KsiÍøycowa,KsiÍøycowa,KsiÍøycowa
ul.,Ku Cytadeli,Ku Cytadeli,Ku Cytadeli
ul.,Ku DÍbinie,Ku DÍbinie,Ku DÍbinie
ul.,Kubiaka Zygmunta,Kubiaka,Zygmunta Kubiaka
ul.,Kudowska,Kudowska,Kudowska
ul.,Kujawska,Kujawska,Kujawska
ul.,Kuku≥cza,Kuku≥cza,Kuku≥cza
ul.,Kuncewiczowej,Kuncewiczowej,Marii Kuncewiczowej
ul.,Kunickiego Stanis≥awa,Kunickiego,Stanis≥awa Kunickiego
ul.,Kupa≥y,Kupa≥y,Kupa≥y
ul.,KurcewiczÛwny Heleny,KurcewiczÛwny,Heleny KurcewiczÛwny
ul.,Kurlandzka,Kurlandzka,Kurlandzka
